VH-VL pair,split
5utz_J0-K0,train
5utz_F0-G0,train
1h3p_H0-L0,train
1h8n_A1-A0,train
1h8o_B1-B0,train
1h8o_A1-A0,train
1h8s_A1-A0,train
1h8s_B1-B0,train
1i3g_H0-L0,train
1hkl_H0-L0,unassigned
1gaf_H0-L0,test
3cmo_Y0-X0,train
3cmo_H0-L0,train
3cvh_H0-L0,train
3cvh_Q0-R0,train
3cvi_H0-L0,train
3dgg_D0-C0,train
3dgg_B0-A0,train
6x1s_H0-L0,train
6x1s_A0-B0,train
6x1s_C0-D0,train
6x1s_E0-F0,train
7km6_h0-l0,valid
7km6_H0-L0,unassigned
1m71_B0-A0,train
1m7d_B0-A0,train
1m7i_B0-A0,train
3v6o_C0-E0,train
3v6o_D0-F0,train
3vg0_H0-L0,train
5gry_A0-G1,train
5gry_G0-A1,train
5grz_G0-A1,train
5grz_A0-G1,train
5grx_G0-H1,train
5grx_H0-G1,train
2v7n_B0-A0,train
2v7n_D0-C0,train
2v7n_F0-E0,train
2v7n_H0-G0,train
5grw_A0-B1,train
5grw_B0-A1,train
5gs1_B0-A0,train
5gs1_N0-M0,train
5gs1_P0-O0,train
5gs1_R0-Q0,train
5gs1_C0-D1,train
5gs1_D0-C1,train
5gs1_E0-F1,train
5gs1_F0-E1,train
5gs1_G0-H1,train
5gs1_H0-G1,train
5gs1_I0-J1,train
5gs1_J0-I1,train
5gs1_K0-L1,train
5gs1_L0-K1,train
6c6z_H0-L0,train
6c6z_C0-D0,train
6m87_B0-A0,train
6m87_J0-I0,train
6m87_D0-C0,train
6m87_F0-E0,train
6m87_H0-G0,train
6m87_L0-K0,train
6ehw_B0-B1,train
6ehx_B0-B1,train
6ehy_A0-A1,train
6ehy_B0-B1,train
6ejm_I0-I1,train
6ejm_H0-H1,train
6ek2_I0-I1,train
6ek2_H0-H1,train
6ele_A0-B0,train
6ele_H0-L0,train
6elj_A0-B0,train
6elj_H0-L0,train
6ell_A0-B0,train
6ell_H0-L0,train
6emj_A0-B0,train
6emj_H0-L0,train
6elu_B0-C0,train
6elu_E0-F0,train
6elu_H0-I0,train
6elu_K0-L0,train
1igy_D0-C0,train
1igy_B0-A0,train
2iff_H0-L0,train
1bql_H0-L0,train
5kan_G0-I0,train
5kan_H0-L0,train
5kan_J0-K0,train
5t3z_D0-E0,train
1cz8_Y0-X0,train
1cz8_H0-L0,train
1d5i_H0-L0,train
1d6v_H0-L0,train
1h0d_B0-A0,test
2zuq_F0-E0,train
2zuq_C0-B0,train
3ab0_E0-F0,train
3ab0_B0-C0,train
3auv_A1-A0,train
3auv_D1-D0,train
3auv_E1-E0,train
3auv_F1-F0,train
3auv_B1-B0,train
3auv_C1-C0,train
2fjf_D0-C0,train
2fjf_I0-G0,train
2fjf_N0-M0,train
2fjf_P0-O0,train
2fjf_V0-U0,train
2fjf_H0-L0,train
2fjf_B0-A0,train
2fjf_F0-E0,train
2fjf_K0-J0,train
2fjf_R0-Q0,train
2fjf_T0-S0,train
2fjf_X0-W0,train
2fjg_H0-L0,train
2fjg_B0-A0,train
3b2u_F0-G0,train
3b2u_N0-O0,train
3b2u_T0-U0,train
3b2u_W0-X0,train
3b2u_H0-L0,train
3b2u_C0-D0,train
3b2u_J0-K0,train
3b2u_Q0-R0,train
3b2v_H0-L0,train
6b3s_J0-K0,train
6b3s_H0-L0,train
6b3s_C0-D0,train
6b3s_F0-G0,train
3i75_B0-A0,train
6xli_A0-B0,train
6xli_C0-D0,train
6xli_H0-L0,train
7jvd_H0-L0,train
7k8n_A0-B0,train
7d0c_H0-L0,train
7d0c_G0-F0,train
7k8m_A0-B0,train
4ki5_E0-F0,train
7kc1_E0-F0,train
7kc1_J0-K0,train
7kc1_H0-L0,train
7lf8_H0-L0,train
7lf7_A0-B0,train
7lf7_H0-L0,train
7lki_DDD0-EEE0,train
7lki_AAA0-BBB0,train
7lm9_H0-L0,valid
7lsb_B0-D0,train
7t7b_H0-L0,train
7unb_H0-L0,train
7unb_F0-E0,test
7uxl_F0-E0,train
7ut3_H0-L0,train
5jz7_G0-I0,train
5jz7_C0-D0,train
5jz7_H0-L0,train
5jz7_J0-K0,train
5k59_E0-F0,train
5k59_H0-L0,train
5k9j_H0-L0,train
5k9k_A0-B0,train
5k9k_H0-L0,train
5k9o_H0-L0,train
5k9o_A0-B0,train
5k9q_S0-T0,train
5k9q_G0-I0,train
5k9q_H0-L0,train
5k9q_J0-K0,train
5k9q_U0-V0,train
5k9q_X0-Y0,train
5kn5_D0-E0,train
5kn5_A0-B0,train
5kov_C0-C1,train
5kov_E0-E1,train
5kov_K0-K1,train
5kov_I0-I1,train
5kov_O0-O1,train
5kov_U0-U1,train
5i30_H0-L0,train
4zxb_C0-D0,train
5kvd_H0-L0,train
5kve_L1-L0,train
7dk2_A0-B0,train
7dk2_D0-E0,train
7dk2_G0-H0,train
7dk2_J0-K0,train
1i9i_H0-L0,train
1i9j_H0-L0,train
7k37_H0-G0,train
7k37_J0-I0,train
7k37_L0-K0,train
7k39_H0-G0,train
7k39_J0-I0,train
7k39_L0-K0,train
7k3b_H0-G0,train
7k3b_J0-I0,train
7k3b_L0-K0,train
5aum_H0-L0,train
5ea0_H0-L0,train
6cdm_A0-B0,train
6cdm_D0-E0,train
6cdo_A0-B0,train
6wwc_A0-B0,train
6wwc_D0-H0,train
6wx2_A0-B0,train
6wx2_H0-L0,train
6cdp_A0-B0,train
6cez_H0-L0,train
6wj0_H0-L0,valid
6wj1_H0-L0,unassigned
6wj1_J0-K0,unassigned
6wj1_G0-I0,unassigned
6wjl_F0-J0,train
6wjl_H0-L0,train
6wju_B0-A0,train
6wju_H0-L0,train
6xey_F0-G0,train
6xey_H0-L0,train
6xey_J0-K0,train
7l79_H0-L0,train
7l79_A0-B0,train
7lg6_H0-L0,train
7lg6_O0-Q0,train
7lg6_P0-R0,train
5mhg_H0-L0,train
5mhe_H0-L0,train
5mhr_N0-G0,train
5mhr_I0-H0,train
5mhr_K0-J0,train
5mhr_M0-L0,train
5mhr_P0-O0,train
5mhr_R0-Q0,train
5mi0_B0-C0,train
4u0r_B0-C0,train
6u36_H0-L0,train
6u38_H0-L0,train
6wfx_H0-L0,train
6wfy_H0-L0,valid
6wfz_A0-B0,train
6wfz_H0-L0,train
6wg1_A0-B0,train
6wg1_H0-L0,train
6wg0_H0-L0,train
6wg2_H0-L0,train
6wg2_I0-M0,train
6w00_H0-L0,train
6wg8_A0-B0,train
6wgb_A0-B0,train
6wgb_C0-D0,train
6wgj_A0-B0,train
6wgj_C0-D0,train
6wgj_E0-F0,train
6wgj_G0-H0,train
6wgk_A0-B0,train
6wgk_C0-D0,train
6wgk_E0-F0,train
6wgk_G0-H0,train
6wgl_A0-B0,train
6wh9_B0-C0,train
6wh9_H0-I0,train
6wh9_E0-F0,train
7kfv_C0-D0,train
7kfv_F0-G0,train
7kfv_H0-L0,train
7kfw_C0-D0,unassigned
7kfw_F0-G0,unassigned
7kfw_H0-L0,unassigned
7kfy_H0-L0,test
7kfx_H0-L0,train
7kgv_D0-F0,train
7kgv_C0-E0,train
7ki4_H0-L0,train
7ki4_D0-C0,train
7ki4_G0-F0,train
7ki6_D0-C0,train
7ki6_H0-L0,train
7ki6_G0-F0,train
7kkz_H0-L0,train
7klg_H0-L0,train
7klg_I0-M0,train
7klh_H0-L0,train
7klh_I0-M0,train
4r7d_A0-B0,train
4r7d_C0-D0,train
4r7d_E0-F0,train
4r7d_G0-H0,train
4r7d_I0-J0,train
4r7d_K0-L0,train
4r7d_M0-N0,train
4r7d_O0-P0,train
7k23_H20-L20,train
7k23_H30-L30,train
7k23_H40-L40,train
7k23_H50-L50,train
7k23_H60-L60,train
7k22_H10-L10,train
7k22_H20-L20,train
7k22_H30-L30,train
7k22_H40-L40,train
7k22_H50-L50,train
7lop_H0-L0,train
7lop_X0-Y0,train
7lq7_C0-D0,train
7lq7_F0-G0,train
7lq7_H0-L0,train
7lqv_W0-X0,train
7lqv_H0-L0,train
7lqv_Y0-Z0,train
8dlr_H0-L0,train
7lr3_A0-B0,train
7lr3_H0-L0,train
7lr4_A0-B0,train
7lr4_H0-L0,train
7ls9_H0-L0,train
7ls9_D0-F0,train
7ls9_E0-G0,train
7lse_H0-L0,train
7lsf_H0-L0,train
7lsg_H0-L0,train
7lsi_B0-D0,train
7lsi_A0-C0,train
7luc_J0-K0,train
7luc_L0-M0,train
7luc_N0-O0,train
7luc_D0-E0,train
7luc_F0-G0,train
7luc_H0-I0,train
7lud_H0-L0,train
7lud_A0-B0,train
7lue_H0-L0,train
7lue_I0-M0,train
7lue_J0-N0,train
7lxw_H0-L0,train
7lxy_H0-L0,train
7lxy_G0-I0,train
7lxy_N0-O0,train
7lxx_H0-L0,train
7lxz_H0-J0,train
7lxz_G0-I0,train
7lxz_N0-O0,train
7ly0_H0-L0,train
7ly2_H0-L0,train
7ly2_G0-I0,train
7ly2_N0-O0,train
7ly3_D0-C0,train
7ly3_F0-E0,train
6j11_H0-L0,train
6j11_D0-E0,train
6j11_F0-G0,train
6j14_A0-B0,train
6j6y_E0-F0,train
6j6y_B0-C0,train
6x1v_H0-L0,train
7dr4_H0-L0,train
7dr4_A0-B0,train
7dr4_C0-D0,train
7dr4_E0-F0,train
7eam_C0-D0,train
7eam_H0-L0,train
6arp_B0-A0,valid
6arp_D0-C0,unassigned
6aru_C0-B0,unassigned
7bel_H0-L0,train
7bel_E0-F0,train
7bem_H0-L0,unassigned
7neg_H0-L0,unassigned
7neh_H0-L0,test
7bep_A0-B0,train
7bep_D0-F0,train
7nd8_H0-L0,train
7bg1_H0-L0,train
7bh8_E0-F0,train
7bh8_G0-H0,train
7bm5_K0-J0,train
7bm5_H0-L0,train
7bm5_B0-A0,train
7bm5_D0-C0,train
7bm5_F0-E0,train
7bm5_I0-G0,train
7bxa_B0-C0,train
7bxa_H0-L0,train
7cgw_A0-B0,train
7cgw_H0-L0,train
7c01_C0-D0,train
7c01_H0-L0,train
7c2l_H0-L0,train
7c2l_I0-M0,train
7c2l_J0-N0,train
8dls_H0-L0,train
8dm3_H0-L0,train
8dm3_M0-N0,train
8dm3_P0-Q0,train
8dm4_H0-L0,train
7cdj_H0-L0,train
7ce2_Z0-B0,valid
7cea_A0-B0,train
7l7e_A0-B0,train
7l7e_H0-L0,train
7l7e_I0-J0,train
7l7e_T0-U0,train
7l7d_H0-L0,train
7l7e_C0-D0,train
7l7e_E0-F0,train
7l7e_O0-P0,train
7l7e_M0-N0,train
6p9h_H0-L0,train
6p9h_C0-D0,train
6p9i_C0-D0,train
6p9i_A0-B0,train
6p9j_A0-B0,train
6p9j_H0-L0,train
6pbv_D0-C0,train
6pbv_B0-A0,train
6pbw_D0-C0,train
6oz9_H0-L0,train
6pcu_B1-B0,train
6pcu_E1-E0,train
6pcu_H1-H0,train
6pdr_H0-L0,train
6pds_H0-L0,train
6pds_B0-A0,train
6pdu_H0-L0,train
6pe7_H0-L0,valid
6pe8_H0-L0,unassigned
6pe8_A0-B0,unassigned
6pe9_C0-D0,train
6pe9_E0-F0,train
6pe9_H0-L0,train
6pe9_K0-M0,train
6pe9_A0-B0,train
6pec_H0-L0,train
1jhk_H0-L0,train
1jgl_H0-L0,train
1uwg_Y0-X0,train
1uwg_H0-L0,train
3umt_A0-A1,train
4hcr_M0-N0,train
4hcr_H0-L0,train
4xgz_O0-P0,train
4xgz_W0-X0,train
4xgz_A0-B0,train
4xgz_C0-D0,train
4xgz_E0-F0,train
4xgz_G0-I0,train
4xgz_J0-K0,train
4xgz_H0-L0,train
4xgz_M0-N0,train
4xgz_Q0-R0,train
4xgz_S0-T0,train
4xgz_U0-V0,train
4xh2_A0-B0,train
4xh2_C0-D0,train
4xh2_E0-F0,train
4xh2_J0-K0,train
4xh2_G0-I0,train
4xh2_H0-L0,train
4xhj_H0-G0,train
4xhj_D0-C0,train
4xmk_H0-L0,train
4xmk_I0-M0,train
4xmk_J0-N0,train
4xml_H0-L0,train
4xmp_H0-L0,train
4xnm_H0-L0,unassigned
4xnm_B0-A0,unassigned
4xnq_B0-A0,valid
4xnq_H0-L0,unassigned
4xrc_B0-A0,unassigned
4xrc_H0-L0,unassigned
4gsd_H0-L0,unassigned
7d6i_B0-C0,train
7vzt_B0-C0,train
7d85_E0-F0,train
7d85_B0-C0,train
7dc8_E0-D0,train
7dc8_B0-A0,train
7det_D0-D1,train
7det_B0-B1,train
7deu_B0-B1,train
7kq7_H0-L0,train
7kqb_H0-L0,train
7kqb_K0-J0,train
7m71_H0-L0,train
7ld1_M0-N0,train
7ld1_P0-O0,train
5e8e_B0-A0,test
5eu7_F0-D0,train
5eu7_E0-C0,train
6amj_H0-L0,train
6amj_B0-A0,train
6amm_H0-L0,train
6anp_H0-L0,train
6anp_B0-A0,train
6and_H0-L0,train
6ani_H0-L0,train
6ani_I0-M0,train
6aod_B0-A0,train
6apb_H0-L0,train
6apc_H0-L0,train
6aq7_H0-L0,train
6axl_A0-B0,train
6axl_D0-C0,train
6azm_D0-C0,train
6azm_B0-A0,train
6azz_C0-B0,train
6azz_F0-E0,train
6b0a_H0-L0,train
6b0g_D0-C0,train
6b0h_D0-C0,train
6b0h_B0-A0,train
3x3f_H0-L0,valid
3x3g_H0-L0,unassigned
5wn9_H0-H1,test
6mpg_W0-B0,train
6mpg_30-40,train
6mpg_X0-Y0,train
7s3n_H0-L0,train
7s3m_H0-L0,train
7s4g_A0-B0,unassigned
7s4g_C0-D0,unassigned
7s4g_E0-F0,unassigned
7s4g_H0-L0,test
7s5p_H0-L0,train
2cju_H0-L0,train
4hpy_H0-L0,train
4hqq_H0-L0,train
4hpo_H0-L0,train
4lsu_H0-L0,train
4qhk_M0-N0,train
4qhk_I0-J0,train
4qhk_O0-P0,train
4qhk_K0-L0,train
4qhm_E0-F0,train
4qhm_A0-B0,train
4qhm_C0-D0,train
4qhm_G0-H0,train
5i8k_H0-L0,train
5ibl_H0-L0,train
5ibl_C0-D0,train
5yup_H0-L0,train
6avn_H0-L0,train
6b0n_D0-E0,train
6vgr_C0-D0,train
6vgr_H0-L0,train
6vi1_E0-D0,train
6vi1_B0-A0,train
6vi1_F0-C0,train
6vi1_H0-G0,train
6vi1_J0-I0,train
6vi1_L0-K0,train
6vi2_B0-A0,train
6vi2_D0-C0,train
6xmi_B0-A0,train
6xmi_E0-D0,train
6vjn_H0-L0,valid
6vjt_H0-L0,test
7mep_I0-G0,train
7mep_M0-J0,train
7mep_N0-K0,train
7lg6_C0-D0,train
7lg6_J0-M0,train
7lg6_K0-N0,train
6vl8_A0-B0,train
6vl8_C0-D0,train
6vl8_E0-F0,train
6vl8_H0-L0,train
6vl9_H0-L0,train
6vl9_A0-B0,train
7f0x_B0-B1,train
7f12_B0-B1,train
7k7i_H0-L0,train
7k7i_J0-K0,train
7k7i_M0-N0,train
7k7i_P0-Q0,train
7k7i_X0-Y0,train
6flc_H0-L0,train
6flc_B0-A0,train
6osh_H0-L0,train
6osv_H0-L0,train
6otc_H0-L0,train
6ous_S0-T0,train
6ous_M0-N0,train
6ous_O0-P0,train
6ous_Q0-R0,train
6ous_U0-V0,train
6ous_W0-X0,train
6oy4_D0-C0,train
6oz3_H0-L0,train
6p3b_H0-L0,train
6p3r_A0-B0,train
6p3r_C0-D0,train
6xcj_H0-L0,train
1nj9_B0-A0,train
1nj9_H0-L0,train
6xlz_H0-L0,train
6xoc_A0-B0,train
6xp6_J0-I0,train
6xp6_H0-G0,train
6xpx_B0-C0,train
6xpz_E0-F0,train
6xpz_B0-C0,train
6xq0_E0-F0,train
6xq0_B0-C0,train
6xq2_F0-E0,train
6xq2_C0-B0,train
5bq7_A0-B0,train
5jo5_H0-L0,train
5jr1_H0-L0,train
5jo5_A0-B0,train
5jo5_C0-D0,train
5jo5_E0-F0,train
5jof_E0-F0,train
5jof_H0-L0,train
5jof_A0-B0,train
5jof_C0-D0,train
6bit_I0-K0,train
6bit_J0-L0,train
6fy3_H0-L0,train
6fy3_X0-Y0,train
6ln2_C0-B0,train
6w16_H0-L0,train
8b9v_H0-L0,valid
8bg3_C0-C1,train
8bg3_A0-A1,train
8pg0_H0-L0,train
1uwe_H0-L0,train
1uwe_V0-U0,train
1uwe_Y0-X0,train
2d03_H0-L0,train
1t2q_H0-L0,train
2vxv_H0-L0,valid
4hjj_H1-L1,unassigned
4amk_H0-L0,train
4at6_G0-I0,train
4at6_J0-K0,train
4qww_F0-E0,train
4qww_D0-C0,train
4ocx_H0-L0,train
4ocy_H0-L0,train
5i1c_H0-L0,valid
5i1d_B0-A0,train
5i1d_H0-L0,train
5i1e_H0-L0,train
7upd_B0-E0,train
7upd_C0-F0,train
7upd_H0-L0,train
7y71_O0-P0,train
7yds_B0-C0,train
8a44_C0-D0,train
8b50_H0-L0,train
1mcp_H0-L0,train
2mcp_H0-L0,train
3v7a_E0-H0,train
3v7a_F0-G0,train
5veb_H0-L0,train
5veb_A0-B0,train
6n5b_H0-L0,train
6n5d_C0-D0,train
6n5d_E0-F0,train
6n5d_L0-N0,train
5yy5_C0-D0,train
5yy5_H0-L0,train
5zmj_H0-L0,train
4eow_H0-L0,train
5wtg_B0-A0,train
5wtg_D0-C0,train
5zv3_H0-L0,train
6gk8_H0-L0,train
6a76_H0-L0,train
6a77_H0-L0,train
6a78_H0-L0,train
6a78_I0-M0,train
6aj9_D0-E0,train
6aj9_H0-L0,train
5h2b_A0-B0,train
5waw_H0-L0,train
5wb9_H0-L0,train
5wca_H0-L0,train
5wcc_A0-B0,train
5wcc_H0-L0,train
5wcd_H0-L0,train
5whj_H0-L0,train
5whk_H0-L0,train
5wi9_F0-E0,train
5wi9_H0-L0,train
5wk2_H0-L0,train
5wk3_S0-R0,train
5wk3_U0-T0,train
5wk3_Q0-P0,train
5wk3_W0-V0,train
5wko_A0-B0,train
5wko_C0-D0,train
5wko_E0-F0,train
5wko_K0-L0,train
5wko_G0-H0,train
5wko_I0-J0,train
5wkz_H0-L0,train
5wl2_A0-B0,train
5wl2_H0-L0,train
5wna_H0-L0,train
5wna_C0-D0,train
5wnb_H0-L0,train
5wnb_I0-M0,train
5wtt_A0-B0,train
5wtt_H0-L0,train
5wuv_H0-L0,train
5wux_A0-B0,train
5wux_C0-D0,train
5wux_H0-L0,train
5x0t_A0-B0,train
5x0t_C0-D0,train
5x4g_A0-B0,train
6nha_H0-L0,train
6nis_H0-L0,train
6nmr_H0-L0,train
6nmr_J0-K0,train
6nmr_A0-B0,train
6nmr_F0-G0,train
6nms_B0-A0,train
6nms_H0-L0,train
6nmt_B0-A0,train
6nmu_B0-A0,train
6nmu_H0-L0,train
6nmv_H0-L0,train
6nn3_H0-L0,train
6wit_H0-L0,train
6wit_A0-B0,train
7u2e_H0-L0,train
7uvh_D0-E0,train
7uvh_A0-B0,train
4npy_B0-A0,train
4npy_H0-L0,train
4q2z_A0-B0,train
4q2z_H0-L0,train
5ies_H0-L0,train
5if0_A0-B0,train
5if0_H0-L0,train
5ifa_H0-L0,train
5ifh_H0-L0,train
6bck_H0-L0,train
6be2_H0-L0,train
6be3_H0-L0,train
6be4_H0-L0,train
6vrt_H0-L0,train
3i9g_H0-L0,train
6vry_H0-L0,train
6vvu_E0-F0,train
6vvu_H0-L0,train
6vvu_J0-K0,train
6vvu_G0-I0,train
6vx4_H0-K0,train
6vy4_H0-L0,train
6vy4_C0-D0,train
6vy5_H0-L0,train
6vy6_H0-L0,train
3ncy_P0-S0,train
3ncy_Q0-W0,train
3ngb_H0-L0,train
3ngb_B0-C0,train
3ngb_E0-F0,train
3ngb_J0-K0,train
5kzc_H0-L0,train
5kzc_B0-D0,train
5kzc_E0-G0,train
4lss_H0-L0,train
5fyj_U1-V0,train
5fyk_U1-V0,train
4lst_H0-L0,train
6vlw_H0-L0,train
6nnf_U0-V0,train
6vi0_H0-L0,train
6vi0_K0-J0,train
6vi0_E0-D0,train
7xq8_v0-R0,train
7xq8_C0-L0,train
3nid_E0-F0,train
3nid_H0-L0,train
3nif_E0-F0,train
3nif_H0-L0,train
3nig_E0-F0,train
3nig_H0-L0,train
2vc2_H0-L0,train
3t3p_E0-F0,train
3t3p_H0-L0,train
3zdx_E0-F0,train
3zdx_H0-L0,train
3zdy_E0-F0,train
3zdy_H0-L0,train
3ze1_E0-F0,train
3ze1_H0-L0,train
3ze2_E0-F0,train
3ze2_H0-L0,train
3zdz_H0-L0,train
3zdz_E0-F0,train
4z7n_E0-F0,train
4z7n_H0-L0,train
4z7o_E0-F0,train
4z7o_H0-L0,train
4z7q_E0-F0,train
4z7q_H0-L0,train
3ze0_E0-F0,train
3ze0_H0-L0,train
7tmz_E0-F0,train
7tmz_H0-L0,train
3t3m_E0-F0,train
3t3m_H0-L0,train
7ubr_E0-F0,train
7ubr_H0-L0,train
7ujk_E0-F0,train
7ujk_H0-L0,train
7ukt_E0-F0,train
7ukt_H0-L0,train
2vdk_H0-L0,train
7l8p_E0-F0,train
7l8p_H0-L0,train
7ue0_E0-F0,train
7ue0_H0-L0,train
7uk9_H0-L0,train
7uk9_E0-F0,train
7td8_E0-F0,train
7td8_H0-L0,train
7tct_E0-F0,train
7tct_H0-L0,train
7uko_E0-F0,train
7uko_H0-L0,train
7ukp_H0-L0,train
7ukp_E0-F0,train
2vdm_H0-L0,train
2vdn_H0-L0,train
7uje_E0-F0,train
7uje_H0-L0,train
7u60_E0-F0,train
7u60_H0-L0,train
5hdb_E0-F0,train
5hdb_H0-L0,train
7ucy_E0-F0,train
7ucy_H0-L0,train
7udh_E0-F0,train
7udh_H0-L0,train
7ufh_E0-F0,train
7ufh_H0-L0,train
2vdl_H0-L0,train
2vdo_H0-L0,train
2vdp_H0-L0,train
2vdq_H0-L0,train
2vdr_H0-L0,train
7tpd_E0-F0,train
7tpd_H0-L0,train
7tho_E0-F0,train
7tho_H0-L0,train
7u9v_E0-F0,train
7u9v_H0-L0,train
7udg_E0-F0,train
7udg_H0-L0,train
7uh8_E0-F0,train
7uh8_H0-L0,train
3ntc_H0-L0,train
3nz8_H0-L0,train
3nz8_A0-B0,train
3nzh_H0-L0,train
3o0r_H0-L0,train
5gux_H0-L0,train
3wfe_H0-L0,train
3wfb_H0-L0,train
3wfc_H0-L0,train
3wfd_H0-L0,train
3o11_B0-A0,train
3o11_H0-L0,train
3mcl_H0-L0,train
5w3p_H0-L0,train
3o2d_H0-L0,train
3o2v_H0-L0,train
3o2w_H0-L0,train
3o41_H0-L0,train
3o41_A0-B0,train
3o45_H0-L0,train
3o45_A0-B0,train
6ywc_A0-B0,train
6ywc_D0-E0,train
3qq9_H0-L0,train
3qq9_D0-C0,train
3qrg_H0-L0,train
6vtw_H0-L0,train
3o6k_H0-L0,train
3o6l_H0-L0,train
3o6m_H0-L0,train
3oay_M0-K0,train
3oay_H0-L0,train
3oaz_H0-L0,train
3oaz_M0-K0,train
3ob0_H0-L0,train
3ob0_M0-K0,train
2oqj_B0-A0,train
2oqj_E0-D0,train
2oqj_H0-G0,train
2oqj_K0-J0,train
6cxg_M0-K0,train
6cxg_H0-L0,train
3oau_H0-L0,train
6msy_H0-L0,train
6mu3_H0-L0,train
6mu3_M0-K0,train
6mub_H0-L0,train
6mub_M0-K0,train
7l06_D0-F0,train
7l06_G0-E0,train
7l06_H0-L0,train
7l06_M0-K0,train
7l09_H0-L0,train
7l09_M0-K0,train
7l02_H0-L0,train
7l02_M0-K0,train
6mnf_H0-L0,train
6mnf_M0-K0,train
4rbp_H0-L0,train
4rbp_M0-K0,train
6n2x_H0-L0,train
6n2x_M0-K0,train
6n32_H0-L0,train
6n32_K0-M0,train
6n35_H0-L0,train
6n35_M0-K0,train
4oii_H0-L0,train
4oii_I0-M0,train
6jwc_H0-L0,train
8dgu_H0-L0,train
1qlr_B0-A0,train
1qlr_D0-C0,train
1dn0_B0-A0,train
1dn0_D0-C0,train
2r2b_B0-A0,unassigned
3okd_B0-A0,unassigned
3oke_B0-A0,unassigned
3okk_B0-A0,unassigned
3okn_B0-A0,unassigned
3oko_B0-A0,unassigned
3t4y_B0-A0,unassigned
3t65_B0-A0,unassigned
3t77_B0-A0,unassigned
3sy0_B0-A0,unassigned
3bpc_B0-A0,unassigned
4hgw_B0-A0,unassigned
2r1y_B0-A0,unassigned
2r1w_B0-A0,unassigned
2r1x_B0-A0,unassigned
2r23_B0-A0,unassigned
2r2e_B0-A0,unassigned
2r2h_B0-A0,unassigned
7t0f_H0-L0,unassigned
7t0g_H0-L0,unassigned
7t0h_H0-L0,unassigned
7t0i_H0-L0,unassigned
7t0i_B0-A0,unassigned
7t0i_D0-C0,test
7t0i_F0-E0,unassigned
7t0j_H0-L0,test
7t0j_B0-A0,unassigned
7t0j_D0-C0,unassigned
7t0j_F0-E0,unassigned
7t0k_H0-L0,unassigned
7t0k_B0-A0,unassigned
7t0k_D0-C0,unassigned
7t0k_F0-E0,unassigned
1q9l_B0-A0,unassigned
1q9l_D0-C0,unassigned
3l5x_H0-L0,train
3l7e_H0-L0,train
3l7e_B0-A0,train
3l7f_H0-L0,train
3l7f_B0-A0,train
3l7f_E0-D0,train
3l5w_H0-L0,train
3l5w_B0-A0,train
3l95_H0-L0,train
3l95_B0-A0,train
3lex_A0-B0,train
3lex_H0-L0,train
3ley_H0-L0,train
3liz_H0-L0,train
3lmj_H0-L0,test
3lqa_H0-L0,unassigned
3ls5_H0-L0,train
3ls4_H0-L0,train
3lzf_H0-L0,train
3qhz_H0-L0,train
3qhz_I0-M0,train
3mbx_H0-L0,train
3mck_B0-A0,train
3mck_H0-L0,train
3mlr_H0-L0,train
3mls_H0-L0,train
3mls_J0-N0,train
3mls_K0-O0,train
3mls_I0-M0,train
3mlt_B0-A0,train
3mlt_E0-D0,train
3mlt_I0-G0,train
3mlt_H0-L0,train
3mlu_H0-L0,train
3mlv_H0-L0,train
3mlv_N0-M0,train
3mlw_I0-M0,train
3mlw_H0-L0,train
3mlx_I0-M0,valid
3mlx_H0-L0,unassigned
3mly_H0-L0,unassigned
3mly_I0-M0,unassigned
3mlz_H0-L0,unassigned
5n4j_H0-L0,train
2nr6_F0-E0,train
2nr6_D0-C0,train
2ntf_H0-L0,train
2ntf_B0-A0,train
2op4_H0-L0,train
2ny7_H0-L0,unassigned
3ru8_H0-L0,valid
1hzh_H0-L0,unassigned
1hzh_K0-M0,unassigned
1n0x_H0-L0,unassigned
1n0x_K0-M0,unassigned
2nyy_D0-C0,train
2o5x_H0-L0,train
2o5y_H0-L0,train
2o5z_H0-L0,train
1c1e_H0-L0,train
2ok0_H0-L0,train
2ojz_H0-L0,train
2ojz_I0-M0,train
2or9_H0-L0,train
2or9_I0-M0,train
2orb_H0-L0,train
2orb_I0-M0,train
2oz4_H0-L0,train
2pcp_D0-C0,train
2pcp_B0-A0,train
2q76_D0-C0,train
2q76_B0-A0,train
8eb2_J0-L0,train
8eb2_K0-M0,train
8eb2_N0-O0,train
2x7l_A0-B0,train
2x7l_C0-D0,train
2x7l_E0-F0,train
2x7l_G0-I0,train
2x7l_H0-L0,train
2x7l_J0-K0,train
5dhy_A0-B0,train
5dhy_H0-L0,train
5dhv_H0-L0,train
5dhv_A0-B0,train
6cf2_A0-B0,train
5dhx_L1-L0,train
5dhx_B1-B0,train
2xa8_H0-L0,train
6tcm_H0-L0,train
5hys_H0-L0,train
5hys_A0-B0,train
5hys_C0-D0,train
5hys_E0-F0,train
4x7s_H0-L0,train
4x7t_H0-L0,train
4x7t_A0-B0,train
6tcn_H0-L0,train
6tcn_B0-A0,train
6tco_H0-L0,train
6tco_B0-A0,train
6tcp_H0-L0,train
6tcp_B0-A0,train
6tcp_D0-C0,train
6tcp_F0-E0,train
6tcq_H0-L0,train
6tcr_H0-L0,train
6tcs_A1-A0,train
7shy_I0-J0,train
7shy_K0-L0,train
